Applicant_Name,Gender,State,District,PinCode,GID,Owner,TypeOfConnection,Status,connection_no,connection_date,Connection_Status
Priya Rajan,Female,Kerala,Kannur,570739,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB001109,2026-06-11,RELEASED
Pooja Kumar,Male,Karnataka,Mysuru,656679,ADHAR,JOINT,Commercial,Connection Released,EB001110,2026-06-11,RELEASED
Divya Miller,Female,Telangana,Hyderabad,515474,PASSPORT,JOINT,Commercial,Connection Released,EB001111,2026-06-11,RELEASED
Abigail Singh,Female,Tamil Nadu,Tirunelveli,674721,ADHAR,JOINT,Residential,Connection Released,EB001112,2026-06-11,RELEASED
David Sharma,Female,Telangana,Nizamabad,503401,ADHAR,JOINT,Residential,CONNECTING,EB001113,2026-06-11,PENDING
Sophia Smith,Female,Tamil Nadu,Madurai,677511,PASSPORT,JOINT,Commercial,Connection Released,EB001114,2026-06-11,RELEASED
Mia Nair,Female,Andhra Pradesh,Kurnool,517596,VOTER_ID,JOINT,Residential,DISCONNECTED,EB001115,2026-06-11,DISCONNECTED
Akash Rajan,Female,Tamil Nadu,Coimbatore,537009,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB001116,2026-06-11,RELEASED
Charlotte Thomas,Male,Andhra Pradesh,Guntur,599600,PASSPORT,JOINT,Commercial,Connection Released,EB001117,2026-06-11,RELEASED
Naveen Reddy,Male,Telangana,Warangal,586469,VOTER_ID,INDIVIDUAL,Residential,DISCONNECTED,EB001118,2026-06-11,DISCONNECTED
Priya Gupta,Female,Karnataka,Bengaluru,669598,PASSPORT,JOINT,Residential,Connection Released,EB001119,2026-06-11,RELEASED
Evelyn Patel,Female,Kerala,Thiruvananthapuram,522030,PAN,JOINT,Residential,UNKNOWN,EB001120,2026-06-11,PENDING
John Moore,Male,Karnataka,Belagavi,670283,PAN,JOINT,Residential,FAILED,EB001121,2026-06-11,PENDING
Priya Smith,Female,Andhra Pradesh,Vijayawada,668587,PASSPORT,JOINT,Commercial,Connection Released,EB001122,2026-06-11,RELEASED
Olivia Reddy,Female,Tamil Nadu,Salem,594788,PAN,INDIVIDUAL,Residential,Connection Released,EB001123,2026-06-11,RELEASED
Sneha Miller,Male,Kerala,Thrissur,506726,PAN,JOINT,Residential,CONNECTING,EB001124,2026-06-11,PENDING
Evelyn Rajan,Female,Tamil Nadu,Coimbatore,669556,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB001125,2026-06-11,RELEASED
Vikram Wilson,Male,Tamil Nadu,Chennai,656135,PASSPORT,JOINT,Residential,Connection Released,EB001126,2026-06-11,RELEASED
Naveen Taylor,Male,Telangana,Khammam,623815,ADHAR,INDIVIDUAL,Commercial,CONNECTING,EB001127,2026-06-11,PENDING
Harper Smith,Female,Tamil Nadu,Salem,501175,PAN,JOINT,Residential,Connection Released,EB001128,2026-06-11,RELEASED
John Wilson,Male,Kerala,Thrissur,540688,VOTER_ID,JOINT,Residential,Connection Released,EB001129,2026-06-11,RELEASED
Harper Verma,Female,Andhra Pradesh,Nellore,646826,VOTER_ID,INDIVIDUAL,Residential,CONNECTING,EB001130,2026-06-11,PENDING
Kavya Singh,Male,Telangana,Khammam,533496,PAN,JOINT,Residential,Connection Released,EB001131,2026-06-11,RELEASED
Rahul Davis,Female,Andhra Pradesh,Nellore,511877,PASSPORT,JOINT,Commercial,Connection Released,EB001132,2026-06-11,RELEASED
Rohit Taylor,Female,Andhra Pradesh,Nellore,527035,VOTER_ID,JOINT,Residential,Connection Released,EB001133,2026-06-11,RELEASED
Naveen Verma,Male,Kerala,Kozhikode,651532,ADHAR,JOINT,Commercial,Connection Released,EB001134,2026-06-11,RELEASED
Michael Gupta,Female,Tamil Nadu,Madurai,572237,PAN,INDIVIDUAL,Commercial,Connection Released,EB001135,2026-06-11,RELEASED
Ava Kumar,Female,Tamil Nadu,Tirunelveli,594518,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB001136,2026-06-11,RELEASED
Ava Patel,Female,Karnataka,Belagavi,650372,ADHAR,INDIVIDUAL,Commercial,CONNECTING,EB001137,2026-06-11,PENDING
Harper Brown,Male,Telangana,Hyderabad,662210,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB001138,2026-06-11,RELEASED
Harper Nair,Male,Tamil Nadu,Coimbatore,580161,ADHAR,INDIVIDUAL,Residential,Connection Released,EB001139,2026-06-11,RELEASED
Divya Davis,Female,Telangana,Warangal,681463,VOTER_ID,JOINT,Residential,Connection Released,EB001140,2026-06-11,RELEASED
Abigail Sharma,Male,Andhra Pradesh,Nellore,538168,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB001141,2026-06-11,RELEASED
Thomas Davis,Male,Andhra Pradesh,Guntur,521621,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB001142,2026-06-11,RELEASED
William Iyer,Female,Kerala,Kozhikode,553984,PAN,INDIVIDUAL,Commercial,Connection Released,EB001143,2026-06-11,RELEASED
Pooja Davis,Female,Karnataka,Mysuru,690413,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB001144,2026-06-11,RELEASED
Evelyn Kumar,Male,Karnataka,Mangaluru,663145,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB001145,2026-06-11,RELEASED
Robert Rajan,Male,Kerala,Thrissur,590555,ADHAR,JOINT,Commercial,Connection Released,EB001146,2026-06-11,RELEASED
Ava Wilson,Male,Andhra Pradesh,Nellore,580614,PAN,JOINT,Residential,CONNECTING,EB001147,2026-06-11,PENDING
John Iyer,Female,Karnataka,Mysuru,579289,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB001148,2026-06-11,RELEASED
Jack Rajan,Male,Kerala,Kochi,630643,PAN,INDIVIDUAL,Commercial,FAILED,EB001149,2026-06-11,PENDING
Prakash Sharma,Male,Telangana,Karimnagar,627017,PAN,INDIVIDUAL,Residential,Connection Released,EB001150,2026-06-11,RELEASED
Amelia Moore,Female,Kerala,Kannur,689182,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB001151,2026-06-11,RELEASED
John Verma,Female,Andhra Pradesh,Vijayawada,670381,ADHAR,JOINT,Residential,Connection Released,EB001152,2026-06-11,RELEASED
Kavya Rajan,Male,Telangana,Khammam,525809,PASSPORT,JOINT,Residential,UNKNOWN,EB001153,2026-06-11,PENDING
Harper Wilson,Female,Karnataka,Hubballi,663766,PAN,JOINT,Commercial,Connection Released,EB001154,2026-06-11,RELEASED
Emma Gupta,Female,Tamil Nadu,Coimbatore,614003,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB001155,2026-06-11,RELEASED
Ava Johnson,Male,Karnataka,Hubballi,667575,PASSPORT,INDIVIDUAL,Residential,DISCONNECTED,EB001156,2026-06-11,DISCONNECTED
Olivia Rajan,Male,Tamil Nadu,Salem,549557,PASSPORT,JOINT,Commercial,DISCONNECTED,EB001157,2026-06-11,DISCONNECTED
Amit Sharma,Male,Telangana,Karimnagar,513140,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB001158,2026-06-11,RELEASED
Rahul Verma,Male,Karnataka,Hubballi,501965,PASSPORT,INDIVIDUAL,Residential,FAILED,EB001159,2026-06-11,PENDING
Vikram Rajan,Female,Tamil Nadu,Tirunelveli,695377,PASSPORT,JOINT,Residential,Connection Released,EB001160,2026-06-11,RELEASED
Karthik Anderson,Female,Karnataka,Belagavi,594720,PAN,INDIVIDUAL,Commercial,CONNECTING,EB001161,2026-06-11,PENDING
Arjun Rajan,Male,Andhra Pradesh,Nellore,635830,PAN,INDIVIDUAL,Residential,Connection Released,EB001162,2026-06-11,RELEASED
Karthik Iyer,Male,Tamil Nadu,Coimbatore,620910,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB001163,2026-06-11,RELEASED
Pooja Iyer,Male,Kerala,Thrissur,619162,ADHAR,JOINT,Commercial,Connection Released,EB001164,2026-06-11,RELEASED
Priya Thomas,Male,Tamil Nadu,Chennai,594115,PASSPORT,JOINT,Residential,Connection Released,EB001165,2026-06-11,RELEASED
William Thomas,Female,Tamil Nadu,Chennai,507811,PAN,INDIVIDUAL,Commercial,Connection Released,EB001166,2026-06-11,RELEASED
Arjun Sharma,Male,Karnataka,Belagavi,516118,PASSPORT,JOINT,Residential,Connection Released,EB001167,2026-06-11,RELEASED
Suresh Iyer,Female,Karnataka,Mangaluru,514822,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB001168,2026-06-11,RELEASED
Rahul Patel,Male,Andhra Pradesh,Vijayawada,663277,PASSPORT,JOINT,Residential,Connection Released,EB001169,2026-06-11,RELEASED
Suresh Johnson,Female,Tamil Nadu,Madurai,651360,ADHAR,JOINT,Residential,CONNECTING,EB001170,2026-06-11,PENDING
John Miller,Male,Tamil Nadu,Coimbatore,500487,PASSPORT,JOINT,Commercial,CONNECTING,EB001171,2026-06-11,PENDING
Charlotte Singh,Female,Tamil Nadu,Madurai,633621,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB001172,2026-06-11,RELEASED
Divya Moore,Female,Karnataka,Hubballi,554090,PASSPORT,JOINT,Commercial,Connection Released,EB001173,2026-06-11,RELEASED
James Wilson,Female,Telangana,Warangal,647718,ADHAR,INDIVIDUAL,Residential,Connection Released,EB001174,2026-06-11,RELEASED
Varun Iyer,Male,Telangana,Khammam,522646,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB001175,2026-06-11,RELEASED
Robert Davis,Female,Karnataka,Mysuru,540118,ADHAR,JOINT,Commercial,Connection Released,EB001176,2026-06-11,RELEASED
Pooja Singh,Female,Andhra Pradesh,Visakhapatnam,681006,PAN,JOINT,Commercial,DISCONNECTED,EB001177,2026-06-11,DISCONNECTED
Vikram Taylor,Female,Andhra Pradesh,Guntur,582572,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB001178,2026-06-11,RELEASED
Akash Davis,Male,Tamil Nadu,Madurai,669890,VOTER_ID,JOINT,Residential,Connection Released,EB001179,2026-06-11,RELEASED
Amelia Thomas,Female,Andhra Pradesh,Nellore,624218,VOTER_ID,INDIVIDUAL,Commercial,CONNECTING,EB001180,2026-06-11,PENDING
Karthik Johnson,Male,Andhra Pradesh,Vijayawada,626896,PAN,JOINT,Commercial,FAILED,EB001181,2026-06-11,PENDING
Mia Thomas,Male,Kerala,Thiruvananthapuram,577326,PASSPORT,JOINT,Residential,Connection Released,EB001182,2026-06-11,RELEASED
Ananya Smith,Female,Tamil Nadu,Madurai,694423,ADHAR,JOINT,Residential,CONNECTING,EB001183,2026-06-11,PENDING
James Johnson,Male,Tamil Nadu,Coimbatore,556189,PAN,JOINT,Residential,Connection Released,EB001184,2026-06-11,RELEASED
Meera Moore,Female,Tamil Nadu,Chennai,674120,PASSPORT,JOINT,Commercial,UNKNOWN,EB001185,2026-06-11,PENDING
Naveen Moore,Female,Tamil Nadu,Madurai,562081,ADHAR,INDIVIDUAL,Residential,UNKNOWN,EB001186,2026-06-11,PENDING
Divya Anderson,Male,Tamil Nadu,Salem,566830,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB001187,2026-06-11,RELEASED
Arjun Rajan,Female,Tamil Nadu,Madurai,510764,PASSPORT,JOINT,Residential,Connection Released,EB001188,2026-06-11,RELEASED
Charlotte Singh,Male,Kerala,Kochi,507205,ADHAR,INDIVIDUAL,Residential,Connection Released,EB001189,2026-06-11,RELEASED
Divya Kumar,Male,Andhra Pradesh,Guntur,522022,PASSPORT,INDIVIDUAL,Residential,DISCONNECTED,EB001190,2026-06-11,DISCONNECTED
Priya Taylor,Female,Telangana,Warangal,696305,PASSPORT,JOINT,Commercial,Connection Released,EB001191,2026-06-11,RELEASED
Jack Iyer,Female,Karnataka,Bengaluru,603961,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB001192,2026-06-11,RELEASED
Karthik Singh,Female,Karnataka,Hubballi,634152,PASSPORT,JOINT,Commercial,DISCONNECTED,EB001193,2026-06-11,DISCONNECTED
Manoj Gupta,Male,Telangana,Karimnagar,662793,PASSPORT,JOINT,Residential,Connection Released,EB001194,2026-06-11,RELEASED
Joseph Singh,Female,Telangana,Karimnagar,561396,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB001195,2026-06-11,RELEASED
Thomas Smith,Female,Kerala,Kozhikode,584413,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB001196,2026-06-11,RELEASED
Jack Verma,Female,Andhra Pradesh,Visakhapatnam,544030,PAN,INDIVIDUAL,Commercial,Connection Released,EB001197,2026-06-11,RELEASED
Rohit Brown,Male,Telangana,Karimnagar,521673,PASSPORT,JOINT,Commercial,Connection Released,EB001198,2026-06-11,RELEASED
James Gupta,Male,Kerala,Thiruvananthapuram,513562,VOTER_ID,JOINT,Residential,Connection Released,EB001199,2026-06-11,RELEASED
William Rajan,Female,Karnataka,Bengaluru,590271,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB001200,2026-06-11,RELEASED
Robert Wilson,Male,Andhra Pradesh,Kurnool,685813,PASSPORT,JOINT,Residential,Connection Released,EB001201,2026-06-11,RELEASED
Amelia Singh,Female,Tamil Nadu,Madurai,645531,PAN,JOINT,Residential,Connection Released,EB001202,2026-06-11,RELEASED
Thomas Thomas,Male,Tamil Nadu,Madurai,582760,PAN,JOINT,Commercial,Connection Released,EB001203,2026-06-11,RELEASED
Priya Moore,Male,Kerala,Thrissur,683374,VOTER_ID,JOINT,Residential,Connection Released,EB001204,2026-06-11,RELEASED
Varun Iyer,Female,Telangana,Nizamabad,523662,PAN,JOINT,Residential,Connection Released,EB001205,2026-06-11,RELEASED
Emma Gupta,Female,Karnataka,Belagavi,552302,PAN,INDIVIDUAL,Residential,Connection Released,EB001206,2026-06-11,RELEASED
James Moore,Male,Kerala,Thrissur,680556,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB001207,2026-06-11,RELEASED
Akash Rajan,Male,Kerala,Kannur,654575,PASSPORT,INDIVIDUAL,Commercial,DISCONNECTED,EB001208,2026-06-11,DISCONNECTED
Ananya Singh,Male,Karnataka,Belagavi,500445,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB001209,2026-06-11,RELEASED
Divya Thomas,Female,Tamil Nadu,Chennai,528863,PAN,INDIVIDUAL,Residential,Connection Released,EB001210,2026-06-11,RELEASED
Sophia Nair,Female,Kerala,Kannur,615115,VOTER_ID,JOINT,Commercial,CONNECTING,EB001211,2026-06-11,PENDING
Priya Brown,Female,Karnataka,Hubballi,627869,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB001212,2026-06-11,RELEASED
Sophia Miller,Male,Tamil Nadu,Salem,613216,PASSPORT,JOINT,Residential,Connection Released,EB001213,2026-06-11,RELEASED
Jack Kumar,Male,Kerala,Kannur,607416,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB001214,2026-06-11,RELEASED
Akash Taylor,Male,Kerala,Kozhikode,536329,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB001215,2026-06-11,RELEASED
James Anderson,Female,Kerala,Thrissur,612526,PAN,INDIVIDUAL,Residential,Connection Released,EB001216,2026-06-11,RELEASED
David Reddy,Male,Kerala,Kannur,603008,PAN,INDIVIDUAL,Commercial,Connection Released,EB001217,2026-06-11,RELEASED
Abigail Anderson,Male,Telangana,Nizamabad,510228,PASSPORT,JOINT,Residential,Connection Released,EB001218,2026-06-11,RELEASED
Sneha Iyer,Female,Tamil Nadu,Chennai,641030,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB001219,2026-06-11,RELEASED
Thomas Singh,Female,Karnataka,Mysuru,506175,PAN,JOINT,Commercial,Connection Released,EB001220,2026-06-11,RELEASED
Prakash Nair,Female,Karnataka,Bengaluru,645180,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB001221,2026-06-11,RELEASED
Jack Anderson,Male,Telangana,Nizamabad,680042,PAN,JOINT,Commercial,Connection Released,EB001222,2026-06-11,RELEASED
Mia Wilson,Male,Telangana,Khammam,648831,PAN,JOINT,Residential,CONNECTING,EB001223,2026-06-11,PENDING
John Rajan,Female,Kerala,Thiruvananthapuram,507157,VOTER_ID,JOINT,Commercial,Connection Released,EB001224,2026-06-11,RELEASED
Divya Brown,Female,Andhra Pradesh,Kurnool,627225,PASSPORT,JOINT,Commercial,CONNECTING,EB001225,2026-06-11,PENDING
Emma Rajan,Male,Karnataka,Belagavi,561735,VOTER_ID,JOINT,Commercial,Connection Released,EB001226,2026-06-11,RELEASED
Divya Verma,Female,Andhra Pradesh,Visakhapatnam,524207,ADHAR,JOINT,Commercial,Connection Released,EB001227,2026-06-11,RELEASED
Thomas Singh,Male,Tamil Nadu,Madurai,535288,PAN,JOINT,Residential,Connection Released,EB001228,2026-06-11,RELEASED
Pooja Verma,Male,Kerala,Kozhikode,592043,ADHAR,JOINT,Residential,CONNECTING,EB001229,2026-06-11,PENDING
Akash Reddy,Male,Telangana,Hyderabad,637430,VOTER_ID,JOINT,Commercial,Connection Released,EB001230,2026-06-11,RELEASED
James Verma,Male,Telangana,Hyderabad,578966,VOTER_ID,INDIVIDUAL,Residential,CONNECTING,EB001231,2026-06-11,PENDING
Jack Reddy,Male,Karnataka,Bengaluru,560499,PAN,JOINT,Commercial,Connection Released,EB001232,2026-06-11,RELEASED
Priya Wilson,Male,Kerala,Thrissur,538329,ADHAR,INDIVIDUAL,Residential,CONNECTING,EB001233,2026-06-11,PENDING
Ava Singh,Female,Andhra Pradesh,Nellore,585163,PAN,INDIVIDUAL,Commercial,DISCONNECTED,EB001234,2026-06-11,DISCONNECTED
Prakash Rajan,Female,Tamil Nadu,Madurai,573293,VOTER_ID,JOINT,Residential,Connection Released,EB001235,2026-06-11,RELEASED
Amelia Anderson,Female,Kerala,Thiruvananthapuram,547172,PAN,INDIVIDUAL,Commercial,Connection Released,EB001236,2026-06-11,RELEASED
Ananya Reddy,Female,Tamil Nadu,Salem,627705,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB001237,2026-06-11,RELEASED
Jack Taylor,Female,Tamil Nadu,Madurai,698719,PAN,JOINT,Residential,DISCONNECTED,EB001238,2026-06-11,DISCONNECTED
Deepak Rajan,Female,Kerala,Kochi,668072,PAN,JOINT,Residential,Connection Released,EB001239,2026-06-11,RELEASED
Rohit Brown,Female,Telangana,Warangal,667544,VOTER_ID,INDIVIDUAL,Residential,DISCONNECTED,EB001240,2026-06-11,DISCONNECTED
Joseph Sharma,Female,Kerala,Thrissur,694001,ADHAR,INDIVIDUAL,Residential,Connection Released,EB001241,2026-06-11,RELEASED
Pooja Gupta,Female,Telangana,Khammam,623328,VOTER_ID,JOINT,Commercial,CONNECTING,EB001242,2026-06-11,PENDING
Sophia Moore,Female,Tamil Nadu,Chennai,532570,PAN,INDIVIDUAL,Commercial,Connection Released,EB001243,2026-06-11,RELEASED
Deepak Thomas,Female,Andhra Pradesh,Guntur,569500,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB001244,2026-06-11,RELEASED
Ava Reddy,Female,Kerala,Thiruvananthapuram,548707,PAN,INDIVIDUAL,Residential,Connection Released,EB001245,2026-06-11,RELEASED
Joseph Kumar,Male,Karnataka,Hubballi,650693,PAN,INDIVIDUAL,Commercial,Connection Released,EB001246,2026-06-11,RELEASED
Emma Patel,Male,Tamil Nadu,Madurai,511065,VOTER_ID,INDIVIDUAL,Residential,CONNECTING,EB001247,2026-06-11,PENDING
Ananya Singh,Female,Karnataka,Bengaluru,675372,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB001248,2026-06-11,RELEASED
Mia Thomas,Male,Tamil Nadu,Chennai,555854,ADHAR,INDIVIDUAL,Commercial,DISCONNECTED,EB001249,2026-06-11,DISCONNECTED
Harper Verma,Male,Kerala,Kochi,519609,PASSPORT,JOINT,Residential,CONNECTING,EB001250,2026-06-11,PENDING
Joseph Gupta,Female,Andhra Pradesh,Guntur,669914,PAN,JOINT,Commercial,Connection Released,EB001251,2026-06-11,RELEASED
Mia Smith,Female,Telangana,Warangal,682266,PAN,JOINT,Residential,Connection Released,EB001252,2026-06-11,RELEASED
Prakash Singh,Male,Andhra Pradesh,Guntur,610526,VOTER_ID,INDIVIDUAL,Commercial,CONNECTING,EB001253,2026-06-11,PENDING
Sophia Rajan,Male,Telangana,Karimnagar,536430,PAN,JOINT,Residential,Connection Released,EB001254,2026-06-11,RELEASED
Thomas Wilson,Male,Tamil Nadu,Salem,608777,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB001255,2026-06-11,RELEASED
Abigail Davis,Female,Karnataka,Mysuru,555853,PAN,JOINT,Residential,CONNECTING,EB001256,2026-06-11,PENDING
Sneha Moore,Male,Andhra Pradesh,Kurnool,523059,PAN,INDIVIDUAL,Commercial,FAILED,EB001257,2026-06-11,PENDING
Evelyn Anderson,Female,Telangana,Nizamabad,527717,VOTER_ID,JOINT,Commercial,Connection Released,EB001258,2026-06-11,RELEASED
Varun Singh,Female,Tamil Nadu,Salem,536317,VOTER_ID,JOINT,Commercial,Connection Released,EB001259,2026-06-11,RELEASED
Ava Kumar,Male,Karnataka,Hubballi,602133,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB001260,2026-06-11,RELEASED
David Taylor,Male,Tamil Nadu,Madurai,591655,PASSPORT,JOINT,Residential,Connection Released,EB001261,2026-06-11,RELEASED
John Reddy,Male,Tamil Nadu,Salem,645359,ADHAR,INDIVIDUAL,Commercial,DISCONNECTED,EB001262,2026-06-11,DISCONNECTED
Abigail Gupta,Female,Karnataka,Mysuru,500715,PAN,INDIVIDUAL,Residential,Connection Released,EB001263,2026-06-11,RELEASED
Mia Anderson,Male,Kerala,Kannur,563063,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB001264,2026-06-11,RELEASED
Charlotte Davis,Female,Telangana,Khammam,669290,PAN,JOINT,Residential,Connection Released,EB001265,2026-06-11,RELEASED
Ananya Johnson,Male,Karnataka,Bengaluru,685139,PASSPORT,INDIVIDUAL,Commercial,CONNECTING,EB001266,2026-06-11,PENDING
Pooja Patel,Female,Tamil Nadu,Salem,654710,PASSPORT,INDIVIDUAL,Residential,CONNECTING,EB001267,2026-06-11,PENDING
David Nair,Female,Kerala,Kannur,502100,PAN,JOINT,Commercial,Connection Released,EB001268,2026-06-11,RELEASED
Ananya Rajan,Female,Telangana,Hyderabad,656182,VOTER_ID,JOINT,Commercial,FAILED,EB001269,2026-06-11,PENDING
Amelia Wilson,Male,Andhra Pradesh,Guntur,647176,PAN,INDIVIDUAL,Commercial,CONNECTING,EB001270,2026-06-11,PENDING
Ananya Verma,Male,Tamil Nadu,Chennai,658396,PASSPORT,JOINT,Commercial,Connection Released,EB001271,2026-06-11,RELEASED
Rahul Gupta,Male,Karnataka,Belagavi,602537,ADHAR,JOINT,Residential,FAILED,EB001272,2026-06-11,PENDING
Manoj Gupta,Male,Tamil Nadu,Chennai,640233,PAN,JOINT,Residential,Connection Released,EB001273,2026-06-11,RELEASED
Sophia Wilson,Male,Tamil Nadu,Madurai,577691,PAN,JOINT,Residential,DISCONNECTED,EB001274,2026-06-11,DISCONNECTED
Divya Taylor,Male,Tamil Nadu,Coimbatore,687257,VOTER_ID,INDIVIDUAL,Commercial,CONNECTING,EB001275,2026-06-11,PENDING
Amit Johnson,Male,Andhra Pradesh,Vijayawada,668251,VOTER_ID,JOINT,Residential,Connection Released,EB001276,2026-06-11,RELEASED
William Reddy,Female,Tamil Nadu,Chennai,665418,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB001277,2026-06-11,RELEASED
Olivia Gupta,Female,Telangana,Nizamabad,667420,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB001278,2026-06-11,RELEASED
Thomas Anderson,Male,Andhra Pradesh,Kurnool,671152,PASSPORT,JOINT,Residential,DISCONNECTED,EB001279,2026-06-11,DISCONNECTED
Abigail Anderson,Female,Kerala,Thiruvananthapuram,560919,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB001280,2026-06-11,RELEASED
Amit Iyer,Female,Karnataka,Mysuru,656836,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB001281,2026-06-11,RELEASED
John Sharma,Female,Karnataka,Hubballi,698758,PAN,INDIVIDUAL,Residential,CONNECTING,EB001282,2026-06-11,PENDING
Amit Davis,Male,Karnataka,Mysuru,593668,PAN,INDIVIDUAL,Commercial,DISCONNECTED,EB001283,2026-06-11,DISCONNECTED
Amelia Nair,Female,Tamil Nadu,Tirunelveli,609062,PAN,JOINT,Commercial,Connection Released,EB001284,2026-06-11,RELEASED
Rohit Gupta,Female,Karnataka,Mangaluru,600599,PAN,JOINT,Residential,Connection Released,EB001285,2026-06-11,RELEASED
Sophia Iyer,Female,Tamil Nadu,Coimbatore,543001,PASSPORT,JOINT,Commercial,Connection Released,EB001286,2026-06-11,RELEASED
Harper Iyer,Female,Karnataka,Bengaluru,663850,PAN,JOINT,Commercial,Connection Released,EB001287,2026-06-11,RELEASED
